id,latitude,longitude,event_type,description,update_at
533,-5.743552115739648,-77.24765111573966,conflicto social,"Nombre: Comunidad Nativa Huascayacu, Departamento: San Martín, Provincia: Moyobamba, Distrito: Moyobamba, Tipo: Comunal",2024-05-22 21:21:18
534,-6.5854854686693765,-75.70355246866939,conflicto social,"Nombre: Kichwa Anak Kurutuyacu - Caseríos Huimbayoc, Departamento: San Martín, Provincia: San Martín, Distrito: Huimbayoc, Tipo: Comunal",2024-05-22 21:21:18
535,-6.585292530234177,-75.70335953023418,conflicto social,"Nombre: Santa Rosillo de Yanayacu, Departamento: San Martín, Provincia: San Martín, Distrito: Huimbayoc, Tipo: Comunal",2024-05-22 21:21:18
536,-5.744532887154343,-77.24863188715435,conflicto social,"Nombre: Shimpiyacu, Departamento: San Martín, Provincia: Moyobamba, Distrito: Moyobamba, Tipo: Comunal",2024-05-22 21:21:18
537,-12.517817182605922,-72.40409568260591,conflicto social,"Nombre: Quellouno - Yanatile, Departamento: Cusco, Provincia: La Convención, Distrito: Quellouno, Tipo: Demarcación territorial",2024-05-22 21:21:18
538,-14.449489372617128,-72.08127637261713,conflicto social,"Nombre: Cancahuani - Yanque Lacca Lacca, Departamento: Cusco, Provincia: Chumbivilcas, Distrito: nan, Tipo: Comunal",2024-05-22 21:21:18
539,-14.340145282082412,-71.88593228208241,conflicto social,"Nombre: Ccacho Limamayo - Sawa Sawa, Departamento: Cusco, Provincia: Chumbivilcas, Distrito: Chamaca, Tipo: Comunal",2024-05-22 21:21:18
540,-12.84021590512076,-75.12736340512076,conflicto social,"Nombre: Huaylacucho - Pueblo Libre, Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Huancavelica, Tipo: Comunal",2024-05-22 21:21:18
541,-11.77406825427948,-75.42560275427947,conflicto social,"Nombre: Uchubamba - Curimarca, Departamento: Junín, Provincia: Jauja, Distrito: Masma, Tipo: Comunal",2024-05-22 21:21:18
542,-6.772076794008137,-79.85698769400814,conflicto social,"Nombre: Tumán, Departamento: Lambayeque, Provincia: Chiclayo, Distrito: Tumán, Tipo: Laboral",2024-05-22 21:21:18
543,-16.27239418507324,-69.89796118507324,conflicto social,"Nombre: Pasto Grande - Puno/Moquegua, Departamento: Puno, Provincia: Puno, Distrito: Acora, Tipo: Demarcación territorial",2024-05-22 21:21:18
544,-14.592642534891626,-73.27862953489162,conflicto social,"Nombre: Totora Pisquicocha - Hurayhuma, Departamento: Apurímac, Provincia: Aymaraes, Distrito: Cotaruse, Tipo: Comunal",2024-05-22 21:21:18
545,-3.720276004221516,-77.89994400422151,conflicto social,"Nombre: Wampis - Minería ilegal, Departamento: Amazonas, Provincia: Condorcanqui, Distrito: Río Santiago, Tipo: Socioambiental",2024-05-22 21:21:18
546,-4.054273950893564,-78.34093095089356,conflicto social,"Nombre: Cenepa - Minería informal e ilegal (antes Afrodita), Departamento: Amazonas, Provincia: Condorcanqui, Distrito: El Cenepa, Tipo: Socioambiental",2024-05-22 21:21:18
547,-10.2915295676771,-76.64036706767709,conflicto social,"Nombre: Independencia - Raura, Departamento: Huánuco, Provincia: Lauricocha, Distrito: San Miguel de Cauri, Tipo: Socioambiental",2024-05-22 21:21:18
548,-9.630372505417348,-76.88837200541735,conflicto social,"Nombre: Llata - Antamina, Departamento: Huánuco, Provincia: Huamalies, Distrito: Llata, Tipo: Socioambiental",2024-05-22 21:21:18
549,-9.241677082382964,-75.93918158238297,conflicto social,"Nombre: Sector de Shapajilla - Celdas transitorias, Departamento: Huánuco, Provincia: Leoncio Prado, Distrito: Luyando, Tipo: Socioambiental",2024-05-22 21:21:18
550,-5.600109580662983,-74.89811008066299,conflicto social,"Nombre: Derrame canal Puinahua, Departamento: Loreto, Provincia: Requena, Distrito: Puinahua, Tipo: Socioambiental",2024-05-22 21:21:18
551,-4.29992155725428,-75.49828355725428,conflicto social,"Nombre: Comunidades nativas de la Cuenca del río Chambira, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
552,-4.299711961625674,-75.49807396162568,conflicto social,"Nombre: CN Cuninico - Petroperú, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
553,-2.0339573029093505,-74.39301030290936,conflicto social,"Nombre: Comunidades de la cuenca del río Curaray, Departamento: Loreto, Provincia: Maynas, Distrito: Napo, Tipo: Socioambiental",2024-05-22 21:21:18
554,-4.301184542077444,-75.49954654207745,conflicto social,"Nombre: Saramurillo - Estación 1, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
555,-3.0804005152972764,-75.55009851529728,conflicto social,"Nombre: San Juan Nativo, San Juan Campesino y Nueva Libertad – Pluspetrol Norte, Departamento: Loreto, Provincia: Loreto, Distrito: Trompeteros, Tipo: Socioambiental",2024-05-22 21:21:18
556,-3.0795776002880992,-75.54927560028811,conflicto social,"Nombre: Santa Elena - Pluspetrol Norte, Departamento: Loreto, Provincia: Loreto, Distrito: Trompeteros, Tipo: Socioambiental",2024-05-22 21:21:18
557,-3.0804764588285014,-75.55017445882851,conflicto social,"Nombre: San José de Nueva Esperanza - Pluspetrol Norte, Departamento: Loreto, Provincia: Loreto, Distrito: Trompeteros, Tipo: Socioambiental",2024-05-22 21:21:18
558,-3.763202183736652,-77.42492468373665,conflicto social,"Nombre: Fernando Rosas - Petroperú, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: Morona, Tipo: Socioambiental",2024-05-22 21:21:18
559,-4.30090338415336,-75.49926538415336,conflicto social,"Nombre: Comunidades Urituyacu, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
560,-5.600352005453833,-74.89835250545383,conflicto social,"Nombre: Bretaña - Petro Tal, Departamento: Loreto, Provincia: Requena, Distrito: Puinahua, Tipo: Socioambiental",2024-05-22 21:21:18
561,-4.300463997097879,-75.49882599709788,conflicto social,"Nombre: Nuevo Progreso - Pluspetrol, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
562,-4.693224939580002,-77.44574343958,conflicto social,"Nombre: Sinchi Roca - Derrame de petroleo ONP, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: Manseriche, Tipo: Socioambiental",2024-05-22 21:21:18
563,-3.079856166875282,-75.54955416687528,conflicto social,"Nombre: Villa Trompeteros - Pluspetrol Norte Lote 8, Departamento: Loreto, Provincia: Loreto, Distrito: Trompeteros, Tipo: Socioambiental",2024-05-22 21:21:18
564,-4.299337626652387,-75.49769962665239,conflicto social,"Nombre: Feconamach - Lote 8, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
565,-4.6918004114009,-77.4443189114009,conflicto social,"Nombre: Santa Rosa - Derrame de petroleo ONP, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: Manseriche, Tipo: Socioambiental",2024-05-22 21:21:18
566,-4.693414380777306,-77.4459328807773,conflicto social,"Nombre: Chapis - Derrame petroleo, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: Manseriche, Tipo: Socioambiental",2024-05-22 21:21:18
567,-4.232939844403337,-74.21839954440335,conflicto social,"Nombre: Cinco cuencas - Lote 8 y 192, Departamento: Loreto, Provincia: Loreto, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
568,-3.7642375773901535,-77.42596007739016,conflicto social,"Nombre: Morona - Derrame de petróleo en Mayuriaga, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: Morona, Tipo: Socioambiental",2024-05-22 21:21:18
569,-4.828753797851392,-76.55451029785138,conflicto social,"Nombre: FREDEDAM - Datem del Marañón, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
570,-4.828345786687977,-76.55410228668796,conflicto social,"Nombre: Cuatro cuencas - Lote 192, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
571,-12.9700400083338,-69.9223045083338,conflicto social,"Nombre: Minería ilegal – La Pampa, Departamento: Madre de Dios, Provincia: Tambopata, Distrito: Inambari, Tipo: Socioambiental",2024-05-22 21:21:18
572,-5.7170748917508405,-77.59999389175084,conflicto social,"Nombre: BP Alto Mayo, Departamento: San Martín, Provincia: Rioja, Distrito: Pardo Miguel, Tipo: Socioambiental",2024-05-22 21:21:18
573,-10.732491341376706,-73.75930524137671,conflicto social,"Nombre: Organizaciones y comunidades nativas de Atalaya, Departamento: Ucayali, Provincia: Atalaya, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
574,-4.0528976812044775,-78.33955468120448,conflicto social,"Nombre: C.N. Awajún de El Cenepa-taladores y mineros ilegales, Departamento: Amazonas, Provincia: Condorcanqui, Distrito: El Cenepa, Tipo: Socioambiental",2024-05-22 21:21:18
575,-10.289976295240525,-76.63881379524052,conflicto social,"Nombre: Anexo Antacallanca - Minera Raura, Departamento: Huánuco, Provincia: Lauricocha, Distrito: San Miguel de Cauri, Tipo: Socioambiental",2024-05-22 21:21:18
576,-11.973921389289286,-75.14926638928928,conflicto social,"Nombre: Huancayo - Residuos sólidos (Lastay), Departamento: Junín, Provincia: Huancayo, Distrito: El Tambo, Tipo: Socioambiental",2024-05-22 21:21:18
577,-4.300232313137316,-75.49859431313732,conflicto social,"Nombre: San José de Saramuro - Pluspetrol, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Socioambiental",2024-05-22 21:21:18
578,-3.079481363636612,-75.54917936363663,conflicto social,"Nombre: San Carlos - Pluspetrol, Departamento: Loreto, Provincia: Loreto, Distrito: Trompeteros, Tipo: Socioambiental",2024-05-22 21:21:18
579,-12.129243732217908,-72.7908072322179,conflicto social,"Nombre: RTKNN - Consorcio Camisea (Lote 88), Departamento: Cusco, Provincia: La Convención, Distrito: Echarate, Tipo: Socioambiental",2024-05-22 21:21:18
580,-9.962841347172851,-77.12312084717286,conflicto social,"Nombre: Comunidad de Aquia - Antamina, Departamento: Áncash, Provincia: Bolognesi, Distrito: Aquia, Tipo: Socioambiental",2024-05-22 21:21:18
581,-9.44332344148785,-77.60218744148784,conflicto social,"Nombre: Atupa y Antahurán - Barrick, Departamento: Áncash, Provincia: Huaraz, Distrito: Jangas, Tipo: Socioambiental",2024-05-22 21:21:18
582,-9.024393477924797,-77.7481109779248,conflicto social,"Nombre: Laguna Parón - Duke Energy, Departamento: Áncash, Provincia: Huaylas, Distrito: Caraz, Tipo: Socioambiental",2024-05-22 21:21:18
583,-12.521503864515305,-75.2781913645153,conflicto social,"Nombre: Comunidades campesinas de Huancavelica - Minera IRL S.A., Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Vilca, Tipo: Socioambiental",2024-05-22 21:21:18
584,-14.019094058354266,-75.00177805835426,conflicto social,"Nombre: Ayamarca - Sierra Antapite S.A.C., Departamento: Huancavelica, Provincia: Huaytará, Distrito: Ocoyo, Tipo: Socioambiental",2024-05-22 21:21:18
585,-14.00914985036691,-75.15707035036691,conflicto social,"Nombre: San Pedro de Ocobamba - Sierra Antapite S.A.C, Departamento: Huancavelica, Provincia: Huaytará, Distrito: Córdova, Tipo: Socioambiental",2024-05-22 21:21:18
586,-12.490609467067436,-75.42563196706743,conflicto social,"Nombre: CC de Yauyos y Junín - Minera IRL Limited, Departamento: Junín, Provincia: Huancayo, Distrito: Chongos Alto, Tipo: Socioambiental",2024-05-22 21:21:18
587,-11.74048955373142,-76.09341955373142,conflicto social,"Nombre: Andaychagua - Volcan, Departamento: Junín, Provincia: Yauli, Distrito: Yauli, Tipo: Socioambiental",2024-05-22 21:21:18
588,-11.5100851821376,-76.1289616821376,conflicto social,"Nombre: Morococha - Chinalco, Departamento: Junín, Provincia: Yauli, Distrito: Morococha, Tipo: Socioambiental",2024-05-22 21:21:18
589,-12.052320707895625,-77.12745590789562,conflicto social,"Nombre: Contaminación – Refinería La Pampilla (Repsol), Departamento: Callao, Provincia: Prov.Const.del Callao, Distrito: Ventanilla, Tipo: Socioambiental",2024-05-22 21:21:18
590,-10.459485049768384,-76.31551504976838,conflicto social,"Nombre: Villa Corazón de Jesús - Glore Perú, Departamento: Pasco, Provincia: Daniel Alcides Carrión, Distrito: Santa Ana de Tusi, Tipo: Socioambiental",2024-05-22 21:21:18
591,-10.720288126499808,-76.4633406264998,conflicto social,"Nombre: Champamarca - Activos Mineros, Departamento: Pasco, Provincia: Pasco, Distrito: Simón Bolívar, Tipo: Socioambiental",2024-05-22 21:21:18
592,-10.54893543747016,-76.22654043747016,conflicto social,"Nombre: San Juan de Milpo - Minera Nexa Resources, Departamento: Pasco, Provincia: Pasco, Distrito: San Francisco de Asís de Yarusyacán, Tipo: Socioambiental",2024-05-22 21:21:18
593,-10.718559392843757,-76.46161189284375,conflicto social,"Nombre: Contaminación en Simón Bolívar, Departamento: Pasco, Provincia: Pasco, Distrito: Simón Bolívar, Tipo: Socioambiental",2024-05-22 21:21:18
594,-9.331921287922354,-77.93326678792235,conflicto social,"Nombre: Quillo - COPEMINA, Departamento: Áncash, Provincia: Yungay, Distrito: Quillo, Tipo: Socioambiental",2024-05-22 21:21:18
595,-8.160103382895851,-77.78048238289585,conflicto social,"Nombre: Pampas - Tungsteno Málaga, Departamento: Áncash, Provincia: Pallasca, Distrito: Pampas, Tipo: Socioambiental",2024-05-22 21:21:18
596,-8.94972705660512,-78.06817355660513,conflicto social,"Nombre: Huarupampa - Consorcio Minero Conexas, Departamento: Áncash, Provincia: Santa, Distrito: Cáceres del Perú , Tipo: Socioambiental",2024-05-22 21:21:18
597,-9.733827261305873,-77.38759026130587,conflicto social,"Nombre: Ticapampa - Greenex, Departamento: Áncash, Provincia: Recuay, Distrito: Ticapampa, Tipo: Socioambiental",2024-05-22 21:21:18
598,-9.713328393475305,-77.4303648934753,conflicto social,"Nombre: AMUCEPS - Antamina, Departamento: Áncash, Provincia: Recuay, Distrito: Recuay, Tipo: Socioambiental",2024-05-22 21:21:18
599,-13.055719473795923,-74.93916847379592,conflicto social,"Nombre: Huachocolpa – Cía minera Kolpa, Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Huachocolpa, Tipo: Socioambiental",2024-05-22 21:21:18
600,-12.784580655978417,-74.97478525597842,conflicto social,"Nombre: Ascensión - Nexa Resources, Departamento: Huancavelica, Provincia: Huancavelica, Distrito: Ascensión, Tipo: Socioambiental",2024-05-22 21:21:18
601,-12.094555612670248,-75.57571411267024,conflicto social,"Nombre: Chala Alta - Empresa Minera de Marmol, Departamento: Junín, Provincia: Concepción, Distrito: San José de Quero, Tipo: Socioambiental",2024-05-22 21:21:18
602,-6.387993540293075,-77.93739704029308,conflicto social,"Nombre: Kuélap, Departamento: Amazonas, Provincia: Luya, Distrito: Tingo, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
603,-4.599287258577903,-77.8642001585779,conflicto social,"Nombre: Agenda social de Condorcanqui, Departamento: Amazonas, Provincia: Condorcanqui, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
604,-6.173313899666426,-77.99394239966642,conflicto social,"Nombre: Corral Quemado - La Calzada, Departamento: Amazonas, Provincia: Luya, Distrito: Luya, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
605,-8.328580831318414,-77.9506043313184,conflicto social,"Nombre: Municipalidad de Huandoval, Departamento: Áncash, Provincia: Pallasca, Distrito: Huandoval, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
606,-16.075782947702027,-72.49278234770203,conflicto social,"Nombre: Respaldo a Majes - Siguas II, Departamento: Arequipa, Provincia: Castilla, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
607,-13.409735993209535,-72.04286949320955,conflicto social,"Nombre: Aeropuerto Chinchero, Departamento: Cusco, Provincia: Urubamba, Distrito: Chinchero, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
608,-13.216875387618268,-72.49258038761826,conflicto social,"Nombre: Tarrifas trenes en Machupicchu, Departamento: Cusco, Provincia: Urubamba, Distrito: Machupicchu, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
609,-12.864636099647306,-72.6923978996473,conflicto social,"Nombre: Cultivadores de hoja de coca, Departamento: Cusco, Provincia: La Convención, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
610,-9.023459038921343,-74.89558653892135,conflicto social,"Nombre: Frente de Defensa de los Intereses de Macuya, Departamento: Huánuco, Provincia: Puerto Inca, Distrito: Tournavista, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
611,-13.919263647624003,-75.865624647624,conflicto social,"Nombre: Trabajadores sector agroexportador, Departamento: Ica, Provincia: Ica, Distrito: Salas, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
612,-5.858563431941392,-76.0081689319414,conflicto social,"Nombre: FREDESAAA - FEDEAGRAA / ELECTRO ORIENTE S.A., Departamento: Loreto, Provincia: Alto Amazonas, Distrito: Yurimaguas, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
613,-4.459354730984437,-74.15769073098444,conflicto social,"Nombre: Usuarios de electricidad en Nauta, Departamento: Loreto, Provincia: Loreto, Distrito: Nauta, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
614,-4.300356125076837,-75.49871812507683,conflicto social,"Nombre: ACONAKKU - Urarinas, Departamento: Loreto, Provincia: Loreto, Distrito: Urarinas, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
615,-4.828583906398447,-76.55434040639844,conflicto social,"Nombre: Estación 5 - Datem del Marañón, Departamento: Loreto, Provincia: Datem del Marañón, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
616,-3.2884139243228176,-74.2929319243228,conflicto social,"Nombre: Pobladores del distrito de Alto Nanay, Departamento: Loreto, Provincia: Maynas, Distrito: Alto Nanay, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
617,-8.144256420936918,-78.47585762093692,conflicto social,"Nombre: Minerìa informal ley de formalización, Departamento: La Libertad, Provincia: nan, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
618,-11.994155025917998,-75.09178752591798,conflicto social,"Nombre: Agricultores y ganaderos lecheros, Departamento: Junín, Provincia: Huancayo, Distrito: Huancayo, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
619,-15.84086510176505,-70.02252380176505,conflicto social,"Nombre: Crisis política - Diciembre 2022, Departamento: Puno, Provincia: nan, Distrito: nan, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
620,-15.016312480041265,-69.35146098004127,conflicto social,"Nombre: Cuenca Suches - Minería informal e ilegal (II), Departamento: Puno, Provincia: Huancané, Distrito: Cojata, Tipo: Socioambiental",2024-05-22 21:21:18
621,-16.23495937187936,-69.66686337187936,conflicto social,"Nombre: Parcialidad Apacheta - Residuos sólidos, Departamento: Puno, Provincia: El Collao, Distrito: Ilave, Tipo: Socioambiental",2024-05-22 21:21:18
622,-15.826020565450268,-70.61010856545028,conflicto social,"Nombre: Cabanillas/Juliaca - Celdas Transitorias, Departamento: Puno, Provincia: San Román, Distrito: Cabanillas, Tipo: Socioambiental",2024-05-22 21:21:18
623,-15.617369447752354,-69.92222244775235,conflicto social,"Nombre: Cuenca Coata, Departamento: Puno, Provincia: Puno, Distrito: Coata, Tipo: Socioambiental",2024-05-22 21:21:18
624,-15.181572381066776,-70.84954638106677,conflicto social,"Nombre: Ocuviri - Aruntani (Arasi), Departamento: Puno, Provincia: Lampa, Distrito: Ocuviri, Tipo: Socioambiental",2024-05-22 21:21:18
625,-14.99713006720421,-70.92053106720421,conflicto social,"Nombre: Cuenca Llallimayo - Aruntani, Departamento: Puno, Provincia: Melgar, Distrito: Llalli, Tipo: Socioambiental",2024-05-22 21:21:18
626,-14.682052523942737,-69.49359052394274,conflicto social,"Nombre: Ramis - Minería informal, Departamento: Puno, Provincia: San Antonio de Putina, Distrito: Ananea, Tipo: Socioambiental",2024-05-22 21:21:18
627,-15.725819859822757,-70.05543135982276,conflicto social,"Nombre: Suministro de agua de Paucarcolla, Departamento: Puno, Provincia: Puno, Distrito: Paucarcolla, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
628,-7.223224028575145,-76.78777852857513,conflicto social,"Nombre: Paro por Puente Tarata, Departamento: San Martín, Provincia: Mariscal Cáceres, Distrito: Juanjui, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
629,-6.49286437505137,-76.37041387505137,conflicto social,"Nombre: FRECIDES - demandas nacionales, Departamento: San Martín, Provincia: San Martín, Distrito: Tarapoto, Tipo: Asuntos de gobierno nacional",2024-05-22 21:21:18
630,-8.265421245143173,-76.53611674514318,conflicto social,"Nombre: Agua y alcantarillado - Tocache, Departamento: San Martín, Provincia: Tocache, Distrito: Tocache, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
631,-17.056768817908278,-70.26879431790827,conflicto social,"Nombre: Candarave - Southern, Departamento: Tacna, Provincia: Candarave, Distrito: Candarave, Tipo: Socioambiental",2024-05-22 21:21:18
632,-9.069212054874518,-78.5848529632529,conflicto social,"Nombre: Comerciantes del Mercado Progreso, Departamento: Áncash, Provincia: Santa, Distrito: Chimbote, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
633,-5.0158123248165465,-78.69735682481655,conflicto social,"Nombre: Supayaku - Municipalidad Distrital de Huarango, Departamento: Cajamarca, Provincia: San Ignacio, Distrito: Huarango, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
634,-6.739602599424356,-79.83417659942437,conflicto social,"Nombre: Mercado Modelo de Chiclayo, Departamento: Lambayeque, Provincia: Chiclayo, Distrito: José Leonardo Ortiz, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
635,-16.080034229694927,-69.63776002969492,conflicto social,"Nombre: Vilavilani II - Fase I, Departamento: Puno, Provincia: El Collao, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
636,-5.079164658432644,-80.68056365843265,conflicto social,"Nombre: Mercado Modelo de Piura, Departamento: Piura, Provincia: Piura, Distrito: Piura , Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
637,-15.44423653310229,-70.18225003310228,conflicto social,"Nombre: Drenaje pluvial Juliaca, Departamento: Puno, Provincia: San Román, Distrito: Juliaca, Tipo: Asuntos de gobierno local",2024-05-22 21:21:18
638,-13.65533546295434,-73.95337356295434,conflicto social,"Nombre: Vilcas Huamán – Rechazo a minería, Departamento: Ayacucho, Provincia: Vilcas Huamán, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
639,-17.18753802717214,-70.93103142717213,conflicto social,"Nombre: Mariscal Nieto - Huatipuka, Departamento: Moquegua, Provincia: Mariscal Nieto, Distrito: nan, Tipo: Socioambiental",2024-05-22 21:21:18
640,-12.0846462969277,-77.0428312512355,ACCIDENTE VEHICULAR,"Dirección: AV. GENERAL CESAR CANEVARO  900  - LINCE, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-09 19:26:47
641,-12.1596798534047,-76.9685050292613,INCENDIO,"Dirección: CL. JULIO BELLIDO  742  - SAN JUAN DE MIRAFLORES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-09 19:26:47
642,-12.0690472,-77.0102047,INCENDIO,"Dirección: JR. 3 DE FEBRERO  800  - LA VICTORIA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-09 19:26:47
643,-11.9680172033911,-76.7502356538743,MATERIALES PELIGROSOS (INCIDENTE),"Dirección: ENTRADA A LAS VEGAS    - LURIGANCHO, Tipo: MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / BALON DOMICILIARIO (10KG)",2021-07-09 19:26:47
644,-12.2096877749086,-76.9500384436039,INCENDIO,"Dirección: PJ. VILLA EL SALVADOR SECTOR 2 GRUPO 26 J    - VILLA EL SALVADOR, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-09 19:26:47
645,-12.0766051092901,-77.0953888246137,INCENDIO,"Dirección: AV. LA MARINA  2900  - SAN MIGUEL, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-09 22:29:27
646,-12.1452348551645,-77.0167135672311,INCENDIO,"Dirección: JR. TALANA (JUAN ANSELMO ALVAREZ) CRUCE CON AV. LIMA (LA VICTORIA) BARRANCO    - BARRANCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-10 01:29:28
647,-12.148226184731,-77.0073003211266,INCENDIO,"Dirección: PJ. MANSILLA  300  - SANTIAGO DE SURCO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-10 02:29:28
648,-12.1671078247371,-76.9690915736094,INCENDIO,"Dirección: AV. CESAR CANEVARO CRUCE CON AV. PEDRO SILVA SAN JUAN DE MIRAFLORES    - SAN JUAN DE MIRAFLORES, Tipo: INCENDIO / TERRENO BALDIO",2021-07-10 04:29:27
649,-11.9075406066611,-77.074036552278,INCENDIO,"Dirección: CL. LOS ALAMOS  000  - PUENTE PIEDRA, Tipo: INCENDIO / TERRENO BALDIO",2021-07-10 07:29:27
650,-11.9907841,-76.8217274,SERVICIO ESPECIAL,"Dirección: CARRETERA CENTRAL  KM  18    - CHACLACAYO, Tipo: SERVICIO ESPECIAL / PREVENCION - CAPACITACION / PRACTICAS",2021-07-10 14:29:28
651,-12.0566039582899,-76.969098700929,ACCIDENTE VEHICULAR,"Dirección: AV. CORONEL FRANCISCO BOLOGNESI CRUCE CON CA. CENTRAL SANTA ANITA    - SANTA ANITA, Tipo: ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL",2021-07-10 20:29:27
652,-12.8931107,-74.1944529,INCENDIO,"Dirección: ACANGARA HUANTA    - HUANTA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-11 21:29:26
653,-12.0305333380813,-77.0777165437972,INCENDIO,"Dirección: JR. MOYOBAMBA  400  - SAN MARTIN DE PORRES, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-12 01:29:27
654,-11.9375157950327,-76.6989627973311,INCENDIO,"Dirección: JR. IQUITOS  400  - LURIGANCHO, Tipo: INCENDIO / FORESTAL / TERRENO DE CULTIVO,CHACRA, OTROS",2021-07-12 02:29:28
655,-11.9401390624335,-76.7071529333969,INCENDIO,"Dirección: PJ. NAVIDAD  000  - LURIGANCHO, Tipo: INCENDIO / EQUIPOS ELECTRICOS CON ENERGIA / SUB ESTACION DE TRANSMISION",2021-07-12 04:29:27
656,-12.0944288227876,-77.0698820769438,INCENDIO,"Dirección: AV. BRASIL  3800  - MAGDALENA DEL MAR, Tipo: INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA",2021-07-12 21:29:27
657,-12.0640033290924,-77.0500345736021,INCENDIO,"Dirección: JR. GENERAL FELIPE VARELA  1618  - BREÑA, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-13 00:29:27
658,-12.0899029199969,-77.0502184584358,INCENDIO,"Dirección: CL. BURGOS CRUCE CON CL. TOMAS EDISON SAN ISIDRO    - SAN ISIDRO, Tipo: INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE",2021-07-13 07:29:27
