"id","name","country","department","multiregional_or_nationalcd","province","district","location","other_places_involved","company_involved","type","activity","state","active_phases","time_of_dialogue","dialogue_mechanism","participation_dialogue","incident_of_violence","dialogue_after_violence","ombudsman_office","main_government","latitude","longitude","hash","createdAt","updatedAt","source"
3985,UGEL Condorcanqui,Perú,Amazonas,"",Condorcanqui,Nieva,"","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-4.893368665469423,-77.89002666546942,amazonas-condorcanqui-nieva--asuntos de gobierno regional-ugel condorcanqui,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3986,Colegio de Alto Rendimiento (COAR) Áncash,Perú,Áncash,"",Recuay,Cátac,"","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-9.923487916168076,-77.33260441616807,ancash-recuay-catac--asuntos de gobierno regional-colegio de alto rendimiento (coar) ancash,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3987,Estudiantes de la Universidad Nacional Micaela Bastidas (UNAMBA),Perú,Apurímac,"",Abancay,Tamburco,"","","",Otros asuntos,"",Activo,,Inicio,Mesa de diálogo: negociación directa,"",No,No,Solo monitoreo,Gobierno nacional,-13.58686777585962,-72.87643777585961,apurimac-abancay-tamburco--otros asuntos-estudiantes de la universidad nacional micaela bastidas (unamba),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3988,I.E. Juan Espinoza Medrano – UGEL Andahuaylas,Perú,Apurímac,"",Andahuaylas,Andahuaylas,"","","",Otros asuntos,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno local,-13.7643397657548,-73.3400687657548,apurimac-andahuaylas-andahuaylas--otros asuntos-i.e. juan espinoza medrano – ugel andahuaylas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3989,Federación Universitaria de la UNSCH,Perú,Ayacucho,"",Huamanga,"","","","",Otros asuntos,"",Activo,,"","","",Sí,"","Colaboración, observación activa y supervisión",Gobierno regional,-13.164796946720042,-74.22448734672004,ayacucho-huamanga---otros asuntos-federacion universitaria de la unsch,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3990,Empresa Consettur,Perú,Cusco,"",Urubamba,Machupicchu,"","","",Otros asuntos,"",Activo,,"","","",No,"",Solo monitoreo,Poder judicial,-13.217707387387236,-72.49341238738724,cusco-urubamba-machupicchu--otros asuntos-empresa consettur,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3991,Asfaltado de carretera Huancavelica – Yauli – Pucapampa (tramo I),Perú,Huancavelica,"",Huancavelica,Yauli,"",""," China Railway Tunnel Group Co., Ltd. Sucursal del Perú. ",Asuntos de gobierno regional,"",Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-12.818928539745775,-74.82171853974577,huancavelica-huancavelica-yauli--asuntos de gobierno regional-asfaltado de carretera huancavelica – yauli – pucapampa (tramo i),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3992,Mercado de Paucarbamba,Perú,Huánuco,"",Huánuco,Amarilis,"","","",Asuntos de gobierno regional,"",Activo,,"","","",No,"","Colaboración, observación activa y supervisión",Gobierno regional,-9.953552191357279,-76.18298119135727,huanuco-huanuco-amarilis--asuntos de gobierno regional-mercado de paucarbamba,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3993,Agricultores de Huánuco,Perú,Huánuco,"","","","","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-9.921044220730364,-76.24136372073036,huanuco----asuntos de gobierno regional-agricultores de huanuco,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3994,Río Cunas - Proyecto Yanacocha,Perú,Junín,"","","","","Región Junín, provincias de Concepción y Chupaca.","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-11.158996760019432,-75.99343486001943,junin----asuntos de gobierno regional-rio cunas - proyecto yanacocha,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3995,Pucalá,Perú,Lambayeque,"",Chiclayo,Pucala,"","","",Otros asuntos,"",Activo,,"","","",Sí,No,"Colaboración, observación activa y supervisión",Poder judicial,-6.770246586761333,-79.85515748676133,lambayeque-chiclayo-pucala--otros asuntos-pucala,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3996,CORMI - UGEL,Perú,Loreto,"",Datem del Marañón,"","","","",Asuntos de gobierno regional,"",Activo,,En progreso,Mesa de diálogo: negociación directa,"",No,No,"Colaboración, observación activa y supervisión",Gobierno regional,-4.829186935962489,-76.55494343596249,loreto-datem del maranon---asuntos de gobierno regional-cormi - ugel,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3997,Honoria y Campoverde - Bosques Silvestres S.A.C.,Perú,Huánuco,Multiregión,Puerto Inca,Honoria,Centro poblado San Juan de Semuya,"Región de Ucayali, provincia de Coronel Portillo, distrito de Campo Verde",Bosques Silvestres S.A.C.,Asuntos de gobierno regional,"",Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,No,"Colaboración, observación activa y supervisión",Gobierno regional,-8.750547541707084,-74.7097225417071,huanuco-puerto inca-honoria--asuntos de gobierno regional-honoria y campoverde - bosques silvestres s.a.c.,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3998,La Tortuga - Olympic,Perú,Piura,"",Paita,"","","",Olympic Perú Inc.,Socioambiental,Hidrocarburos,Activo,,Suspendido,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-5.093562956460884,-81.09593135646088,piura-paita--hidrocarburos-socioambiental-la tortuga - olympic,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
3999,La Huaca - Agroaurora,Perú,Piura,"",Paita,La Huaca,"","",Agroaurora S.A.C.,Socioambiental,Agroindustrial,Activo,,Suspendido,Mesa de diálogo: negociación mediada o asistida,Colaborador,No,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-5.081667267732859,-80.92222926773286,piura-paita-la huaca-agroindustrial-socioambiental-la huaca - agroaurora,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4000,Federación Nacional Unificada de Trabajadores del Sector Salud (FENUTSSA) región Piura,Perú,Piura,"",Piura,Piura ,"","","",Asuntos de gobierno regional,"",Activo,,"","","",No,No,"Colaboración, observación activa y supervisión",Gobierno regional,-5.078598480687017,-80.67999748068702,piura-piura-piura--asuntos de gobierno regional-federacion nacional unificada de trabajadores del sector salud (fenutssa) region piura,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4001,Junta de Usuarios del Sector Hidráulico del Valle Alto Piura,Perú,Piura,"",Morropón,Chulucanas,"","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-5.1299918649884715,-80.17166686498847,piura-morropon-chulucanas--asuntos de gobierno regional-junta de usuarios del sector hidraulico del valle alto piura,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4002,Organizaciones sociales de Ayabaca,Perú,Piura,"",Ayabaca,Ayabaca,"","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-4.68524552701448,-79.61924202701447,piura-ayabaca-ayabaca--asuntos de gobierno regional-organizaciones sociales de ayabaca,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4003,Las Lomas,Perú,Piura,"",Piura,Las Lomas,"","","",Asuntos de gobierno regional,"",Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-4.720741414203632,-80.17370541420362,piura-piura-las lomas--asuntos de gobierno regional-las lomas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4004,Colegio Huáscar,Perú,Puno,"",Puno,Puno,"","","",Otros asuntos,"",Latente,,"","","",No,"",Mediaciones / Facilitaciones,Gobierno regional,-15.898112851431808,-70.0520953514318,puno-puno-puno--otros asuntos-colegio huascar,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4005,Agricutores de hoja de coca de Puno,Perú,Puno,"",Carabaya,San Gabán,"","","",Cultivo ilegal de hoja de coca,"",Activo,,Suspendido,Mesa de diálogo: negociación mediada o asistida,"",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-13.53572339818938,-70.38631989818938,puno-carabaya-san gaban--cultivo ilegal de hoja de coca-agricutores de hoja de coca de puno,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4006,Hospital materno infantil de Juliaca,Perú,Puno,"",San Román,Juliaca,"","","",Asuntos de gobierno regional,"",Activo,,"","","",Sí,No,Solo Monitoreo,Gobierno regional,-15.44441548801624,-70.18242898801623,puno-san roman-juliaca--asuntos de gobierno regional-hospital materno infantil de juliaca,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4007,Sindicato de trabajadores técnicos asistenciales de salud (SITPASS),Perú,San Martín,"",Mariscal Cáceres,Juanjui,"","","",Asuntos de gobierno regional,"",Activo,,"","","",No,No,"Colaboración, observación activa y supervisión",Gobierno regional,-7.223359657321381,-76.78791415732137,san martin-mariscal caceres-juanjui--asuntos de gobierno regional-sindicato de trabajadores tecnicos asistenciales de salud (sitpass),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4008,San Jacinto - Presa Laminadora de Higuerón,Perú,Tumbes,"",Tumbes,San Jacinto,"C.P. Higuerón, C.P. Rica Playa, C.P. La Capitana, C.P. Tablazo de Rica Playa","","",Socioambiental,Otros,Activo,,En progreso,Mesa de diálogo: negociación directa,Colaborador,No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-3.927652175123287,-80.53169417512329,tumbes-tumbes-san jacinto-otros-socioambiental-san jacinto - presa laminadora de higueron,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4009,Población de Roble – Movistar,Perú,Huancavelica,"",Tayacaja,Roble,C.C. Puerto San Antonio,"",Telefónica del Perú S.A.A. (Movistar),Otros asuntos,"",Latente,,"","","",Sí,No,Solo monitoreo,Gobierno nacional,-12.400720427363309,-74.86857062736331,huancavelica-tayacaja-roble--otros asuntos-poblacion de roble – movistar,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4010,Estudiantes de la Universidad Nacional de Huancavelica (UNH),Perú,Huancavelica,"",Huancavelica,Huancavelica,"","","",Otros asuntos,"",Latente,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-12.840227978764673,-75.12737547876468,huancavelica-huancavelica-huancavelica--otros asuntos-estudiantes de la universidad nacional de huancavelica (unh),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4011,Organizaciones sociales y sindicales de Huánuco,Perú,Huánuco,"","","","","","",Asuntos de gobierno regional,"",Latente,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-9.92206083483711,-76.24238033483711,huanuco----asuntos de gobierno regional-organizaciones sociales y sindicales de huanuco,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4012,FEDEAGRAAA-GORE Loreto,Perú,Loreto,"",Loreto,Yurimaguas,"","","",Asuntos de gobierno regional,"",Latente,,"","","",No,No,Solo monitoreo,Gobierno regional,-4.232851970779657,-74.21831167077967,loreto-loreto-yurimaguas--asuntos de gobierno regional-fedeagraaa-gore loreto,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4013,Río Blanco (ex Majaz),Perú,Piura,"",Huancabamba,El Carmen de la Frontera,"","",Río Blanco Copper S.A.,Socioambiental,Minería,Latente,,"","","",Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-5.009339818153368,-79.35606181815338,piura-huancabamba-el carmen de la frontera-mineria-socioambiental-rio blanco (ex majaz),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4014,Damnificados Cura Mori,Perú,Piura,"",Piura,Cura Mori,"","","",Asuntos de gobierno regional,"",Latente,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-5.3637708679465455,-80.59706936794655,piura-piura-cura mori--asuntos de gobierno regional-damnificados cura mori,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4015,CC Carmen Alto - Minera Las Bambas,Perú,Apurímac,"",Cotabambas,Challhuahuacho,CC Carmen Alto,"",Minera Las Bambas,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Intermediador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-14.178438320437929,-72.31213682043791,apurimac-cotabambas-challhuahuacho-mineria-socioambiental-cc carmen alto - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4016,CC Chila - Las Bambas,Perú,Apurímac,"",Cotabambas,Challhuahuacho,"","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-14.178909299939864,-72.31260779993985,apurimac-cotabambas-challhuahuacho-mineria-socioambiental-cc chila - las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4017,CC Chuicuni - Las Bambas,Perú,Apurímac,"",Cotabambas,Challhuahuacho,"","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-14.178210761392544,-72.31190926139253,apurimac-cotabambas-challhuahuacho-mineria-socioambiental-cc chuicuni - las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4018,CC Huancuire - Minera Las Bambas,Perú,Apurímac,"",Cotabambas,Coyllurqui,Sector Chalcobamba,"",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-13.923103336020798,-72.3925553360208,apurimac-cotabambas-coyllurqui-mineria-socioambiental-cc huancuire - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4019,Mara - corredor minero,Perú,Apurímac,"",Cotabambas,Mara,"","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación directa,Colaborador,Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-14.135985585248621,-72.17961858524862,apurimac-cotabambas-mara-mineria-socioambiental-mara - corredor minero,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4020,CC Fuerabamba - Minera Las Bambas,Perú,Apurímac,"",Cotabambas,Challhuahuacho,Nueva Fuerabamba,"Región Cusco, provincia de Chumbivilcas, distrito de Colquemarca, Fundo Yavi Yavi",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-14.178175904304048,-72.31187440430404,apurimac-cotabambas-challhuahuacho-mineria-socioambiental-cc fuerabamba - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4021,Cotabambas - Minera Las Bambas (Antes Xstrata),Perú,Apurímac,"",Cotabambas,"","","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Promotor,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-13.755804712225396,-72.3623267122254,apurimac-cotabambas--mineria-socioambiental-cotabambas - minera las bambas (antes xstrata),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4022,Chetilla - Colpayoc,Perú,Cajamarca,Cajamarca,Cajamarca,Chetilla,Chetilla,"Región Cajamarca, Provincia de Cajamarca, Distrito de Chetilla",Colpayoc S.A.C.,Socioambiental,Minería,Activo,,"","","",No,No,Solo monitoreo,Gobierno nacional,-7.134561106557706,-78.65516460655772,cajamarca-cajamarca-chetilla-mineria-socioambiental-chetilla - colpayoc,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4023,Tres Tingos – Quinua Totora - Minera Yanacocha,Perú,Cajamarca,"",Cajamarca,Los Baños del Inca,Centros poblados Huacataz y Otuzco,"",Minera Yanacocha S.A.,Socioambiental,Minería,Activo,,Suspendido,Mesa de diálogo: negociación directa,"",Sí,"",Solo monitoreo,Gobierno nacional,-7.081746722412943,-78.43446622241294,cajamarca-cajamarca-los banos del inca-mineria-socioambiental-tres tingos – quinua totora - minera yanacocha,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4024,Hualgayoc - Pasivos ambientales,Perú,Cajamarca,"",Hualgayoc,"","","","",Socioambiental,Minería,Activo,,"","","",No,"","Colaboración, observación activa y supervisión",Gobierno nacional,-6.763506513148827,-78.60654571314883,cajamarca-hualgayoc--mineria-socioambiental-hualgayoc - pasivos ambientales,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4025,Hualgayoc - Gold Fields La Cima,Perú,Cajamarca,"",Hualgayoc,Hualgayoc,"","",Gold Fields La Cima S.A.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación directa,Colaborador,Sí,"",Solo Monitoreo,Gobierno nacional,-6.760937001297594,-78.60742350129759,cajamarca-hualgayoc-hualgayoc-mineria-socioambiental-hualgayoc - gold fields la cima,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4026,Ronda Los Alisos - Compañía Minera La Poderosa,Perú,La Libertad,"",Pataz,"","Comunidad Campesina Los andes, Ronda Campesina Distrital de Pataz, Ronda Campesina del Anexo Pueblo Nuevo, Ronda Campesina del Anexo Los Alisos ","",Compañía Minera Poderosa S.A.,Socioambiental,Minería,Activo,,"","","",Sí,No,Solo monitoreo,Gobierno nacional,-7.788739100003905,-77.59588680000391,la libertad-pataz--mineria-socioambiental-ronda los alisos - compania minera la poderosa,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4027,Rondas campesinas de La Libertad,Perú,La Libertad,"",Santiago de Chuco,"","","Provincias de Otuzco, Virú, Gran Chimu, Sánchez Carrión, Pataz, Trujillo",Unidad Minera Quiruvilca,Socioambiental,Minería,Activo,,Suspendido,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-8.14565955929714,-78.17089485929715,la libertad-santiago de chuco--mineria-socioambiental-rondas campesinas de la libertad,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4028,Haquira - Anabi (Utunsa),Perú,Apurímac,"",Cotabambas,Haquira,"CC.CC. Pampa San José, Patán, Huanccasca, Patahuasi, Cchocha, Llaj-Husa, Haquira, Ccallao, etc.","",Empresa Minera Anabi S.A.C. - Grupo Aruntani,Socioambiental,Minería,Latente,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-14.274456170850094,-72.2126486708501,apurimac-cotabambas-haquira-mineria-socioambiental-haquira - anabi (utunsa),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4029,Tiaparo - Tapayrihua - SPCC (Los Chancas),Perú,Apurímac,"",Aymaraes,Pocohuanca,"C.C. Tiaparo, C.C. Tapayrihua","Región Apurímac, provincia de Aymaraes, Distrito de Tapairihua",Southern Perú Copper Corporation,Socioambiental,Minería,Latente,,"","","",Sí,Sí,Solo monitoreo,Gobierno nacional,-14.228956200163253,-73.08445370016327,apurimac-aymaraes-pocohuanca-mineria-socioambiental-tiaparo - tapayrihua - spcc (los chancas),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4030,Chugur – Anta Norte S.A.,Perú,Cajamarca,"",Hualgayoc,Chugur,Centro poblado Tranca de Pujupe,"",Anta Norte S.A.C.,Socioambiental,Minería,Latente,,"","","",Sí,Sí,Solo monitoreo,Gobierno nacional,-6.689849739518278,-78.71122323951828,cajamarca-hualgayoc-chugur-mineria-socioambiental-chugur – anta norte s.a.,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4031,Proyecto minero Conga,Perú,Cajamarca,"",Celendín,Sorochuco,"","Región Cajamarca, provincia de Celendín, distrito de Huasmín
 Región Cajamarca, provincia de Cajamarca, distrito de Encañada","Minera Yanacocha S.R.L. - Newmont, Buenaventura e IFC",Socioambiental,Minería,Latente,,"","","",Sí,"",Solo Monitoreo,Gobierno nacional,-6.943193092682675,-78.30517209268267,cajamarca-celendin-sorochuco-mineria-socioambiental-proyecto minero conga,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4032,Caserío Shiracmaca - Summa Gold,Perú,La Libertad,"",Sánchez Carrión,Huamachuco,Caserío Shiracmaca,"",Empresa Minera Summa Gold Corporation S.A.C.,Socioambiental,Minería,Resuelto,,"","","",Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno regional,-7.825840824762335,-78.03299082476234,la libertad-sanchez carrion-huamachuco-mineria-socioambiental-caserio shiracmaca - summa gold,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4033,Santa Cruz de Chuca - Fresnillo Perú,Perú,La Libertad,"",Santiago de Chuco,Santa Cruz de Chuca,"","",Fresnillo Perú S.A.C.,Socioambiental,Minería,Latente,,"","","",No,"","Colaboración, observación activa y supervisión",Gobierno regional,-8.186861118252844,-78.08967861825285,la libertad-santiago de chuco-santa cruz de chuca-mineria-socioambiental-santa cruz de chuca - fresnillo peru,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4034,Empresas “ECOSAMIN” y “CHOCO QORIWAYRA” - mineros informales,Perú,Arequipa,"",Castilla,Choco,"","","",Socioambiental,Minería,Activo,,"","","",Sí,Sí,Solo monitoreo,Gobierno regional,-15.422555383594814,-72.06914538359483,arequipa-castilla-choco-mineria-socioambiental-empresas “ecosamin” y “choco qoriwayra” - mineros informales,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4035,Mineros Informales - Intigold,Perú,Arequipa,"",Caravelí,Atico,"","",Intigold Mining S.A.,Socioambiental,Minería,Activo,,"","","",Sí,"",Solo monitoreo,Gobierno regional,-16.07061889297741,-73.5491698929774,arequipa-caraveli-atico-mineria-socioambiental-mineros informales - intigold,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4036,Tía María - Islay,Perú,Arequipa,"",Islay,Cocachacra,"","Región Arequipa, provincia de Islay, distrito de Deán Valdivia
  Región Arequipa, provincia de Islay, distrito de Punta de Bombón",Southern Perú Copper Corporation,Socioambiental,Minería,Activo,,"","","",Sí,No,"Colaboración, observación activa y supervisión",Gobierno nacional,-16.900939200519936,-71.59852420051993,arequipa-islay-cocachacra-mineria-socioambiental-tia maria - islay,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4037,Huanta – pequeña minería,Perú,Ayacucho,"",Huanta,Huanta,"","","",Socioambiental,Minería,Activo,,Inicio,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno nacional,-12.830887578623324,-74.14502107862332,ayacucho-huanta-huanta-mineria-socioambiental-huanta – pequena mineria,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4038,Anexo Huancute - Cía minera Ares,Perú,Ayacucho,"",Parinacochas,San Francisco de Ravacayco,Centro poblado Huancute ,"",Compañía Minera Ares S.A.C.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-14.993054971728316,-73.35759647172831,ayacucho-parinacochas-san francisco de ravacayco-mineria-socioambiental-anexo huancute - cia minera ares,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4039,CC  Huallhua - Cía minera Ares ,Perú,Ayacucho,"",Paucar del Sara Sara,San Javier de Alpabamba,Comunidad campesina de Huallhua,"",Compañía Minera Ares S.A.C.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,"","Colaboración, observación activa y supervisión",Gobierno nacional,-15.050587471437172,-73.29657847143717,ayacucho-paucar del sara sara-san javier de alpabamba-mineria-socioambiental-cc  huallhua - cia minera ares,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4040,Chiquintirca - TGP,Perú,Ayacucho,"",La Mar,Anco,C.C. Chiquintirca,"",Transportadora de Gas del Perú S.A.,Socioambiental,Hidrocarburos,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,No,"",Solo monitoreo,Gobierno nacional,-13.012163524373069,-73.65989002437307,ayacucho-la mar-anco-hidrocarburos-socioambiental-chiquintirca - tgp,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4041,FREDASUR - Catalina Huanca,Perú,Ayacucho,"",Huanca Sancos,"","","Región Ayacucho, provincia de Víctor Fajardo
 Región Ayacucho, provincia de Sucre",Catalina Huanca Sociedad Minera S.A.C.,Socioambiental,Minería,Activo,,"","","",Sí,Sí,Solo monitoreo,Gobierno regional,-13.920791414186299,-74.3351016141863,ayacucho-huanca sancos--mineria-socioambiental-fredasur - catalina huanca,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4042,Velille - Las Bambas,Perú,Cusco,Cusco,Chumbivilcas,Velille,Velille,"8 comunidades",Las Bambas,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,Colaborador,Sí,"",Solo monitoreo,Gobierno nacional,-14.541032990849734,-71.86118649084973,cusco-chumbivilcas-velille-mineria-socioambiental-velille - las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4043,Comunidades Coporaque - Las Bambas,Perú,Cusco,"",Espinar,Coporaque,"","",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,"",Sí,Sí,Solo monitoreo,Gobierno nacional,-14.76750272972055,-71.66831422972055,cusco-espinar-coporaque-mineria-socioambiental-comunidades coporaque - las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4044,Botadero Haquira (II),Perú,Cusco,"",Cusco,Santiago,Comunidad campesina de Haquira,"","",Socioambiental,Residuos y saneamiento,Activo,,En progreso,Mesa de diálogo: negociación directa,Colaborador,Sí,Sí,"Colaboración, observación activa y supervisión",Gobierno local,-13.570157250894415,-71.97363175089441,cusco-cusco-santiago-residuos y saneamiento-socioambiental-botadero haquira (ii),"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4045,CC Urinsaya - Minera Las Bambas,Perú,Cusco,"",Espinar,Coporaque,CC Urinsaya,"",Minera Las Bambas S.A.,Socioambiental,Minería,Activo,,En progreso,Mesa de diálogo: negociación mediada o asistida,"",Sí,No,Solo monitoreo,Gobierno nacional,-14.767615027428903,-71.66842652742889,cusco-espinar-coporaque-mineria-socioambiental-cc urinsaya - minera las bambas,"2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
4046,"CC Pumallaqta, CC Quiñota, CC Ccollana, CC Hatta Pallpa Pallpa  - Minera Anabi",Perú,Cusco,"",Chumbivilcas,Quiñota,CC Pumallaqta,"",Empresa Minera Anabi S.A.C.,Socioambiental,Minería,Activo,,Inicio,Mesa de diálogo: negociación mediada o asistida,"",Sí,Sí,Solo monitoreo,Gobierno nacional,-14.369658814201733,-72.20623331420174,"cusco-chumbivilcas-quinota-mineria-socioambiental-cc pumallaqta, cc quinota, cc ccollana, cc hatta pallpa pallpa  - minera anabi","2024-05-22 21:21:18","2024-05-22 21:21:18",Defensoría
