"id","source","number","date","address","type","status","machines","lat","lng","state","createdAt","updatedAt","color"
1,,"2021018086","2021-07-09 18:28:57",AV. GENERAL CESAR CANEVARO  900  - LINCE,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,ATENDIENDO,"[""M4-1"",""M36-1"",""AMB-14"",""RES-4"",""RES-202""]",-12.0846462969277,-77.0428312512355,1,"2021-07-09 19:26:47","2021-07-09 19:26:47",#E65100
2,,"2021018081","2021-07-09 17:39:20",CL. JULIO BELLIDO  742  - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M120-1"",""RES-105"",""RES-120"",""M106-1"",""M134-1""]",-12.1596798534047,-76.9685050292613,1,"2021-07-09 19:26:47","2021-07-09 19:26:47",#D32F2F
3,,"2021018077","2021-07-09 17:17:38",JR. 3 DE FEBRERO  800  - LA VICTORIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M8-1"",""M4-1"",""M176-1"",""AMB-3"",""RES-4""]",-12.0690472,-77.0102047,1,"2021-07-09 19:26:47","2021-07-09 19:26:47",#D32F2F
4,,"2021018075","2021-07-09 16:33:01",ENTRADA A LAS VEGAS    - LURIGANCHO,MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / BALON DOMICILIARIO (10KG),ATENDIENDO,"[""M169-1"",""M138-1"",""M115-2"",""AMB-32-2"",""RESLIG-32"",""M32-1""]",-11.9680172033911,-76.7502356538743,1,"2021-07-09 19:26:47","2021-07-09 19:26:47",#757575
5,,"2021018047","2021-07-09 05:31:16",PJ. VILLA EL SALVADOR SECTOR 2 GRUPO 26 J    - VILLA EL SALVADOR,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M105-1"",""AMB-129"",""M106-1""]",-12.2096877749086,-76.9500384436039,1,"2021-07-09 19:26:47","2021-07-09 19:26:47",#D32F2F
6,,"2021018106","2021-07-09 22:26:17",AV. LA MARINA  2900  - SAN MIGUEL,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M60-5"",""M83-1"",""AMB100-1"",""RES-36"",""M60-1""]",-12.0766051092901,-77.0953888246137,1,"2021-07-09 22:29:27","2021-07-09 22:29:27",#D32F2F
7,,"2021018120","2021-07-10 01:27:23",JR. TALANA (JUAN ANSELMO ALVAREZ) CRUCE CON AV. LIMA (LA VICTORIA) BARRANCO    - BARRANCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M16-1"",""AMB-28"",""M13-1"",""RES-28""]",-12.1452348551645,-77.0167135672311,1,"2021-07-10 01:29:28","2021-07-10 01:29:28",#D32F2F
8,,"2021018122","2021-07-10 01:52:31",PJ. MANSILLA  300  - SANTIAGO DE SURCO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M16-1"",""M134-1"",""RES-28""]",-12.148226184731,-77.0073003211266,1,"2021-07-10 02:29:28","2021-07-10 02:29:28",#D32F2F
9,,"2021018136","2021-07-10 03:21:48",AV. CESAR CANEVARO CRUCE CON AV. PEDRO SILVA SAN JUAN DE MIRAFLORES    - SAN JUAN DE MIRAFLORES,INCENDIO / TERRENO BALDIO,ATENDIENDO,"[""M120-1"",""RES-120"",""M134-1""]",-12.1671078247371,-76.9690915736094,1,"2021-07-10 04:29:27","2021-07-10 04:29:27",#D32F2F
10,,"2021018144","2021-07-10 06:10:53",CL. LOS ALAMOS  000  - PUENTE PIEDRA,INCENDIO / TERRENO BALDIO,ATENDIENDO,"[""M150-1"",""AMB-124"",""M124-1""]",-11.9075406066611,-77.074036552278,1,"2021-07-10 07:29:27","2021-07-10 07:29:27",#D32F2F
11,,"2021018154","2021-07-10 13:41:59",CARRETERA CENTRAL  KM  18    - CHACLACAYO,SERVICIO ESPECIAL / PREVENCION - CAPACITACION / PRACTICAS,ATENDIENDO,"[""M115-2"",""M115-1"",""AMB-115"",""AMB-115-2"",""RES-115""]",-11.9907841,-76.8217274,1,"2021-07-10 14:29:28","2021-07-10 14:29:28",#40C4FF
12,,"2021018189","2021-07-10 19:45:56",AV. CORONEL FRANCISCO BOLOGNESI CRUCE CON CA. CENTRAL SANTA ANITA    - SANTA ANITA,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,ATENDIENDO,"[""M138-1"",""AMB-96"",""AMB8-2"",""AMB-3"",""RES138""]",-12.0566039582899,-76.969098700929,1,"2021-07-10 20:29:27","2021-07-10 20:29:27",#E65100
13,,"2021018272","2021-07-11 17:43:52",ACANGARA HUANTA    - HUANTA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M220-3"",""AMB-220"",""RES-220""]",-12.8931107,-74.1944529,1,"2021-07-11 21:29:26","2021-07-11 21:29:26",#D32F2F
14,,"2021018316","2021-07-12 00:33:16",JR. MOYOBAMBA  400  - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M161-1"",""AMB-168"",""RESLIG-161"",""M9-1""]",-12.0305333380813,-77.0777165437972,1,"2021-07-12 01:29:27","2021-07-12 01:29:27",#D32F2F
15,,"2021018321","2021-07-12 01:42:04",JR. IQUITOS  400  - LURIGANCHO,"INCENDIO / FORESTAL / TERRENO DE CULTIVO,CHACRA, OTROS",ATENDIENDO,"[""AMB-32"",""RESLIG-32"",""M32-1""]",-11.9375157950327,-76.6989627973311,1,"2021-07-12 02:29:28","2021-07-12 02:29:28",#D32F2F
16,,"2021018325","2021-07-12 02:41:58",PJ. NAVIDAD  000  - LURIGANCHO,INCENDIO / EQUIPOS ELECTRICOS CON ENERGIA / SUB ESTACION DE TRANSMISION,ATENDIENDO,"[""M115-1"",""RESLIG-32"",""M32-1""]",-11.9401390624335,-76.7071529333969,1,"2021-07-12 04:29:27","2021-07-12 04:29:27",#D32F2F
17,,"2021018396","2021-07-12 21:25:19",AV. BRASIL  3800  - MAGDALENA DEL MAR,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M100-1"",""M10-1"",""RES-202""]",-12.0944288227876,-77.0698820769438,1,"2021-07-12 21:29:27","2021-07-12 21:29:27",#D32F2F
18,,"2021018409","2021-07-12 23:25:50",JR. GENERAL FELIPE VARELA  1618  - BREÑA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M14-1"",""M10-1"",""M4-1"",""M2-1"",""AMB-3"",""RES-10"",""RES-202""]",-12.0640033290924,-77.0500345736021,1,"2021-07-13 00:29:27","2021-07-13 00:29:27",#D32F2F
19,,"2021018435","2021-07-13 07:27:22",CL. BURGOS CRUCE CON CL. TOMAS EDISON SAN ISIDRO    - SAN ISIDRO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M100-1"",""MED-202"",""RES-100"",""RES-202""]",-12.0899029199969,-77.0502184584358,1,"2021-07-13 07:29:27","2021-07-13 07:29:27",#D32F2F
20,,"2021018439","2021-07-13 11:19:40",UR. EL CUADRO    - CHACLACAYO,INCENDIO / FORESTAL / BOSQUES,ATENDIENDO,"[""M115-1"",""RESLIG-32"",""M32-1""]",-11.989390849069,-76.7969740240867,1,"2021-07-13 13:29:27","2021-07-13 13:29:27",#D32F2F
21,,"2021018477","2021-07-13 17:10:33",PJ. 13 DE OCTUBRE MZ. H LT 10    - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M105-1"",""CIST-155"",""AMB-129"",""RES-120"",""M134-1""]",-12.1753246778683,-76.9666045576083,1,"2021-07-13 17:29:28","2021-07-13 17:29:28",#D32F2F
22,,"2021018516","2021-07-14 00:10:19",JR. ANCASH  900  - CALLAO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M1-1"",""AMB-34"",""M15-1""]",-12.0652240253423,-77.1345639842328,1,"2021-07-14 00:29:27","2021-07-14 00:29:27",#D32F2F
23,,"2021018538","2021-07-14 03:10:47",AH. SAN PEDRO DE CHOQUE MZ N LOTE 8    - PUENTE PIEDRA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M150-1"",""M184-1"",""M124-1"",""M164-1""]",-11.8677311502128,-77.0615252151015,1,"2021-07-14 03:29:27","2021-07-14 03:29:27",#D32F2F
24,,"2021018553","2021-07-14 09:20:21",AV. TALARA  681  - JESUS MARIA,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M14-1"",""M4-1"",""AMB-2"",""RES-202""]",-12.0716904967954,-77.0430326381822,1,"2021-07-14 10:29:27","2021-07-14 10:29:27",#D32F2F
25,,"2021018585","2021-07-14 18:14:44",AV. PACHACUTEC (LOS HEROES)  515  - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M120-1"",""M134-1"",""RES-16""]",-12.1540316479275,-76.9713117315753,1,"2021-07-14 18:29:27","2021-07-14 18:29:27",#D32F2F
26,,"2021018627","2021-07-15 02:12:58",CL. TEODORO CARDENAS CRUCE CON CL. MONTERO ROSAS LIMA    - LIMA,INCENDIO / OTROS / CHIMENEA,ATENDIENDO,"[""M4-1"",""AMB8-2"",""RES-202""]",-12.0774878250559,-77.0335315798998,1,"2021-07-15 02:29:28","2021-07-15 02:29:28",#D32F2F
27,,"2021018635","2021-07-15 03:37:33",AV. VENEZUELA  1300  - BELLAVISTA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M7-5"",""M60-5"",""AMB-1"",""M15-1""]",-12.0631632938687,-77.1082820175219,1,"2021-07-15 04:29:27","2021-07-15 04:29:27",#D32F2F
28,,"2021018643","2021-07-15 08:49:51",AV. ALAMEDA LOS HORIZONTES CRUCE CON AV. ALAMEDA SAN MARCOS (A) CHORRILLOS    - CHORRILLOS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M120-1"",""AMB-28"",""RES-120"",""M6-1""]",-12.2019198342569,-77.0051255349627,1,"2021-07-15 09:29:26","2021-07-15 09:29:26",#D32F2F
29,,"2021018651","2021-07-15 12:30:10",CARRETERAS - PANAMERICANAS PANAMERICANA SUR 10    - SANTIAGO DE SURCO,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,ATENDIENDO,"[""M120-1"",""MED-28"",""AMB-28"",""RES-120"",""M134-1""]",-12.1447309659069,-76.9819780170667,1,"2021-07-15 13:29:27","2021-07-15 13:29:27",#E65100
30,,"2021018658","2021-07-15 14:29:54",CL. M. QUIMPER  256  - SAN MARTIN DE PORRES,MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO,ATENDIENDO,"[""M3-1"",""M21-1"",""M65-1"",""AMB-3"",""RES-10""]",-12.0315184148379,-77.0452568143306,1,"2021-07-15 15:29:27","2021-07-15 15:29:27",#757575
31,,"2021018671","2021-07-15 17:06:27",AS. SAN ANTONIO DE CARAPONGO I ETAPA V LT 8    - LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M169-1"",""M115-2"",""MED-236"",""RES-169"",""M96-1""]",-12.0025727173334,-76.8791920100327,1,"2021-07-15 17:29:27","2021-07-15 17:29:27",#D32F2F
32,,"2021018709","2021-07-16 00:56:25",JR. SANTA FE  400  - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M65-1"",""M161-1"",""M3-1"",""AMB161-2"",""RES-65""]",-12.0312310712509,-77.0661808485446,1,"2021-07-16 01:29:27","2021-07-16 01:29:27",#D32F2F
33,,"2021018722","2021-07-16 03:50:28",AV. LOS DOMINICOS (LOS VIRREYES)  MZ  A  LT  3  1500  - SANTA ANITA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M169-1"",""M138-1"",""AMB-169"",""RES138""]",-12.0329694214681,-76.9495203653095,1,"2021-07-16 04:29:29","2021-07-16 04:29:29",#D32F2F
34,,"2021018930","2021-07-18 01:46:09",PJ. COBRIZA AH 7 DE OCTUBRE  000  - EL AGUSTINO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M176-1"",""M8-1"",""AMB-8"",""RES-2""]",-12.0560027878804,-76.9949356231549,1,"2021-07-18 02:27:42","2021-07-18 02:27:42",#D32F2F
35,,"2021018959","2021-07-18 06:30:10",CL. SAN ALBERTO CRUCE CON PR. EL CARMEN SURQUILLO/ casa huerta    - SURQUILLO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M28-1"",""AMB100-1"",""RES-11"",""RES-28""]",-12.1145256807696,-77.014880059319,1,"2021-07-18 07:27:42","2021-07-18 07:27:42",#D32F2F
36,,"2021018966","2021-07-18 08:31:04",CL. LOS NARANJOS  215  - COMAS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""AMB-168"",""RES-168"",""M164-1"",""M124-1""]",-11.9130021882658,-77.0485669392153,1,"2021-07-18 09:27:43","2021-07-18 09:27:43",#D32F2F
37,,"2021019050","2021-07-18 23:51:51",JR. JORGE CHAVEZ  2116  - COMAS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M168-1"",""AMB-124"",""RESLIG-161"",""M124-1""]",-11.9621847308654,-77.0383169492835,1,"2021-07-19 00:27:41","2021-07-19 00:27:41",#D32F2F
38,,"2021019073","2021-07-19 03:24:17",AV. SAN BORJA NORTE (ENRIQUE GARCIA SAYAN)  1150  - SAN BORJA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""RES-11"",""M11-1"",""RES-127""]",-12.093746963509,-76.9933826185587,1,"2021-07-19 03:27:43","2021-07-19 03:27:43",#D32F2F
39,,"2021018973","2021-07-18 11:50:09",NESTOR GAMBETA CRUCE LA PLAYA  EXPLANADA PEDRO CUEVA    - VENTANILLA,SERVICIO ESPECIAL / PREVENCION - CAPACITACION / PRACTICAS,ATENDIENDO,"[""M18-1"",""AMB-9"",""AUX-18"",""M184-1"",""M7-1""]",-11.8782732,-77.126587,1,"2021-07-19 04:27:41","2021-07-19 04:27:41",#40C4FF
40,,"2021019084","2021-07-19 08:21:24",JR. JUVENAL DENEGRI  273  - LA VICTORIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M4-1"",""M8-1"",""RESLIG-11""]",-12.0837054312181,-77.0115823546182,1,"2021-07-19 08:27:42","2021-07-19 08:27:42",#D32F2F
41,,"2021019101","2021-07-19 13:36:31",AV. BUENOS AIRES  1400  - PUENTE PIEDRA,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M75-1"",""M232-3"",""M184-1""]",-11.855023469513,-77.0881077339976,1,"2021-07-19 14:27:48","2021-07-19 14:27:48",#D32F2F
42,,"2021019104","2021-07-19 15:03:37",AV. LA UNION (MICAELA BASTIDAS)  1000  - VILLA MARIA DEL TRIUNFO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M134-1"",""M155-1"",""RES-16""]",-12.1785257807371,-76.9479265662147,1,"2021-07-19 15:27:43","2021-07-19 15:27:43",#D32F2F
43,,"2021019113","2021-07-19 17:59:53",JR. HUANCAVELICA  957  - LIMA,INCENDIO / EQUIPOS ELECTRICOS CON ENERGIA / TRANSFORMADORES DE ALTA TENSION,ATENDIENDO,"[""M2-1"",""M3-1"",""M21-1"",""M10-1"",""AMB100-2""]",-12.0427573142596,-77.0412732008428,1,"2021-07-19 18:27:45","2021-07-19 18:27:45",#D32F2F
44,,"2021019121","2021-07-19 19:19:50",CL. LOS CEDROS  MZ  B1 LT 17  CO. UMAMARCA    - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M134-1"",""M105-1"",""RES-16""]",-12.1739566496478,-76.9795234803152,1,"2021-07-19 19:27:46","2021-07-19 19:27:46",#D32F2F
45,,"2021019120","2021-07-19 18:55:00",AV. MATEO PUMACAHUA CRUCE CON AV. PACHACUTEC (ATOCONGO) VILLA EL SALVADOR    - VILLA EL SALVADOR,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M134-1"",""M155-1"",""M105-1""]",-12.1830008054175,-76.9422885479142,1,"2021-07-19 19:27:46","2021-07-19 19:27:46",#D32F2F
46,,"2021019124","2021-07-19 20:36:44",CL. ASCOPE CRUCE CON AV. ENRIQUE MEIGGS (22 DE DICIEMBRE) LIMA    - LIMA,INCENDIO / TERRENO BALDIO,ATENDIENDO,"[""M3-1"",""M10-1"",""M21-1""]",-12.0405390516564,-77.0460952324245,1,"2021-07-19 21:27:43","2021-07-19 21:27:43",#D32F2F
47,,"2021019129","2021-07-19 21:43:50",AV. LOS LIRIOS (VIA SUR LIBRE)  100  - SAN JUAN DE MIRAFLORES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M120-1"",""M134-1"",""RES-16""]",-12.1521153961529,-76.982168001733,1,"2021-07-19 22:27:46","2021-07-19 22:27:46",#D32F2F
48,,"2021019160","2021-07-20 01:55:43",PJ.  TABLADA DE LURIN SECTOR TERCERO MZ 15Z LT 7    - VILLA MARIA DEL TRIUNFO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M105-1"",""M155-1"",""AMB-129"",""RES-120""]",-12.1820477776146,-76.9269337818444,1,"2021-07-20 02:27:42","2021-07-20 02:27:42",#D32F2F
49,,"2021019202","2021-07-20 17:02:30",JR. HUASCARAN  355  - LA VICTORIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M10-1"",""M8-1"",""AMB2-2"",""RES-10""]",-12.0607283510964,-77.0288475430252,1,"2021-07-20 17:27:43","2021-07-20 17:27:43",#D32F2F
50,,"2021019223","2021-07-20 20:04:09",JR. ANTONIO RAYMONDI  200  - LA VICTORIA,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M10-1"",""M8-1"",""RES-10""]",-12.06080782683,-77.0316176056404,1,"2021-07-20 20:27:45","2021-07-20 20:27:45",#D32F2F
51,,"2021019218","2021-07-20 19:28:53",JR. CANTA  592  - LA VICTORIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M10-1"",""M8-1"",""AMB-14"",""RES-10""]",-12.0653983483699,-77.031320557337,1,"2021-07-20 20:27:45","2021-07-20 20:27:45",#D32F2F
52,,"2021019240","2021-07-20 22:59:37",TUPAC AMARU   KM  24.5    - CARABAYLLO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M150-1"",""AMB-124"",""M164-1""]",-11.8495739372651,-76.9967842422316,1,"2021-07-20 23:27:44","2021-07-20 23:27:44",#D32F2F
53,,"2021019235","2021-07-20 22:45:04",JR. ANTONIO MIROQUESADA  1404  - LIMA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M2-1"",""M176-1"",""AMB8-2"",""RES-10""]",-12.0524936269335,-77.0143074273975,1,"2021-07-20 23:27:44","2021-07-20 23:27:44",#D32F2F
54,,"2021019245","2021-07-20 23:29:42",CARRETERAS - PANAMERICANAS PANAMERICANA NORTE 30    - PUENTE PIEDRA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M75-1"",""M150-1"",""M184-1""]",-11.8675103485633,-77.0724761672919,1,"2021-07-21 00:27:43","2021-07-21 00:27:43",#D32F2F
55,,"2021019268","2021-07-21 04:29:49",CL. LOS NIÑOS MARTIRES  900  - INDEPENDENCIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M168-1"",""M161-1"",""AMB-168"",""RES-168"",""M65-1""]",-11.9899139184616,-77.0417596205594,1,"2021-07-21 05:27:42","2021-07-21 05:27:42",#D32F2F
56,,"2021019271","2021-07-21 06:02:00",AV. EL SANTUARIO  1256  - SAN JUAN DE LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M176-1"",""M2-1"",""MED-236"",""RES-236""]",-12.0198355812065,-76.9917039345879,1,"2021-07-21 09:27:44","2021-07-21 09:27:44",#D32F2F
57,,"2021019288","2021-07-21 14:55:51",PJ. MILAGRO DE LA FRATERNIDAD   COMITE 8    - INDEPENDENCIA,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M161-1"",""M21-1"",""AMB-168"",""M65-1""]",-12.0088520877583,-77.0497942542869,1,"2021-07-21 15:27:43","2021-07-21 15:27:43",#D32F2F
58,,"2021019352","2021-07-22 02:12:31",AV. LAS PALMERAS  4234  - LOS OLIVOS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M161-1"",""AMB-124"",""M9-1""]",-11.9852094857246,-77.0719987061749,1,"2021-07-22 08:27:42","2021-07-22 08:27:42",#D32F2F
59,,"2021019344","2021-07-22 01:01:04",JR. AYACUCHO  3625  - SAN MARTIN DE PORRES,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M60-5"",""RESLIG-161"",""M9-1""]",-12.0322562924171,-77.0881891247364,1,"2021-07-22 08:27:42","2021-07-22 08:27:42",#D32F2F
60,,"2021019343","2021-07-22 00:52:38",AV. TALARA CRUCE CON AV. A (MARIA ELENA MOYANO) VILLA EL SALVADOR    - VILLA EL SALVADOR,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M120-1"",""M105-1"",""AMB-129"",""MED-16"",""M13-1""]",-12.2333018684368,-76.9418537558647,1,"2021-07-22 08:27:42","2021-07-22 08:27:42",#D32F2F
61,,"2021019368","2021-07-22 08:01:20",REVOLUCION CON RIO SECO    - COMAS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M161-1"",""AMB-124"",""M124-1"",""M164-1""]",-11.9123987,-77.0041322,1,"2021-07-22 09:27:44","2021-07-22 09:27:44",#D32F2F
62,,"2021019365","2021-07-22 08:01:20",BELAUNDE OESTE CDRA.  5 COMAS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M161-1"",""AMB-124"",""M124-1""]",-11.9376053,-77.0533276,1,"2021-07-22 09:27:44","2021-07-22 09:27:44",#D32F2F
63,,"2021019363","2021-07-22 08:01:20",BAUZATE Y MEZA  CON  CALLE CANTA  LA VICTORIA    - LA VICTORIA,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M8-1"",""M4-1"",""AMB8-2"",""M8-5""]",-12.0849556,-77.0547406,1,"2021-07-22 09:27:44","2021-07-22 09:27:44",#D32F2F
64,,"2021019469","2021-07-23 05:10:03",AV. FERNANDO WIESE (PROCERES DE LA INDEPENDENCIA) PARADERO 7  000  - SAN JUAN DE LURIGANCHO,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M121-1"",""M21-1"",""AMB-121""]",-11.9510244820559,-76.9873264598974,1,"2021-07-23 08:27:46","2021-07-23 08:27:46",#D32F2F
65,,"2021019462","2021-07-23 03:41:17",PJ. ROTHERDAM PJ ARRIBA PERU MZ MERCADO LTE 1  000  - SAN JUAN DE LURIGANCHO,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""M121-1"",""M21-1"",""AMB-121"",""RES-21""]",-11.9572420387167,-76.9931476253055,1,"2021-07-23 08:27:46","2021-07-23 08:27:46",#D32F2F
66,,"2021019420","2021-07-22 21:05:08",AV. LOS PLATINOS MZ A LOTE 24  000  - LOS OLIVOS,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,CERRADO,"[""AMB-124"",""RESLIG-161"",""M124-1"",""M65-1""]",-11.9702481180093,-77.0668538269986,1,"2021-07-23 08:27:46","2021-07-23 08:27:46",#D32F2F
67,,"2021019419","2021-07-22 20:54:09",AV. TENIENTE ENRIQUE PALACIOS  553  - MIRAFLORES,MATERIALES PELIGROSOS (INCIDENTE) / FUGA GAS GLP Y OTROS GASES INFLAM / EN VEHICULO,ATENDIENDO,"[""M28-1"",""M100-1"",""AMB-36"",""RES-11"",""RES-28""]",-12.1169698716758,-77.0341065858769,1,"2021-07-23 08:27:46","2021-07-23 08:27:46",#757575
68,,"2021019480","2021-07-23 11:39:45",AV. PANAMERICANA SUR ALT PTE ALIPIO NORTE A SUR  000  - SAN JUAN DE MIRAFLORES,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,ATENDIENDO,"[""M134-1"",""MED-28"",""AMB-6"",""RES-120"",""MATPEL-28""]",-12.1708744846148,-76.9792001080663,1,"2021-07-23 12:27:44","2021-07-23 12:27:44",#E65100
69,,"2021019485","2021-07-23 12:45:07",CARRETERA CENTRAL KL 45.5    - RICARDO PALMA,INCENDIO / FORESTAL / BOSQUES,ATENDIENDO,"[""M169-1"",""M138-1"",""RESLIG-32""]",-11.9237186,-76.66112799999999,1,"2021-07-23 14:27:43","2021-07-23 14:27:43",#D32F2F
70,,"2021019502","2021-07-23 17:06:35",AS. EL ROSAL DE SANTA ANITA MZ.A7 LT 24    - ATE,INCENDIO / ESTRUCTURAS / VIVIENDA / MATERIAL NOBLE,ATENDIENDO,"[""M127-1"",""M176-1"",""MED-236"",""RES-169""]",-12.0265302549788,-76.9452134419583,1,"2021-07-23 18:27:43","2021-07-23 18:27:43",#D32F2F
71,,"2021019521","2021-07-23 20:53:53",AV. GERARDO UNGER (ROSA DE AMERICA)  5411  - LOS OLIVOS,INCENDIO / ESTRUCTURAS / ALMACEN - DEPOSITO,ATENDIENDO,"[""M65-5"",""M168-1"",""CIST25CD1"",""AMB-124"",""AMB100-2"",""M124-1"",""M65-1"",""M9-1""]",-11.9686648252872,-77.061995072611,1,"2021-07-23 21:27:54","2021-07-23 21:27:54",#D32F2F
72,,"2021019542","2021-07-24 01:14:38",AV. MARISCAL RAMON CASTILLA  200  - SANTIAGO DE SURCO,ACCIDENTE VEHICULAR / PARTICULAR / AUTOMOVIL,ATENDIENDO,"[""M134-1"",""MED-28"",""AMB-6"",""AMB8-2"",""RES-11"",""M11-1"",""RES-28""]",-12.1223417849739,-77.0165528404822,1,"2021-07-24 02:27:41","2021-07-24 02:27:41",#E65100
73,,"2021019573","2021-07-24 06:42:45",AV. SAN MARTIN  1100  - PUEBLO LIBRE,INCENDIO / VEHICULO / AUTOMOVIL / VIA PUBLICA,ATENDIENDO,"[""M36-1"",""M83-1"",""MED-36""]",-12.0780900299159,-77.063142033313,1,"2021-07-24 07:27:44","2021-07-24 07:27:44",#D32F2F
